536666*1-1P4PJ8R*1*228932272*$26 Winover*-29.9*02-09-2021 00:00:00*1*01-01-1970 13:00:00*01-09-2021 00:00:00*01-10-2021 00:00:00*620203535*2360304090*2360304602*2364397069*2364398325*1245001841*Winover
531002*1-1MLVJUT*1*228923237*$38 Winover*-43.7*15-12-2019 00:00:00*1*15-01-2020 00:00:00*01-09-2021 00:00:00*01-10-2021 00:00:00*620203535*2093698856*2093698216*2091465049*2091463065*1245000305*Winover
511419*1-14G9NET*1*228933610*$80 Winover*-92*06-08-2021 00:00:00*1*06-09-2021 00:00:00*01-09-2021 00:00:00*01-10-2021 00:00:00*620203535*1262875978*1262876490*2575378636*2575376460*1245002609*Winover
537767*1-1PRQ5IX*1*228924281*$3 Business Link Plan excl. GST*3.45*01-10-2020 00:00:00*1*01-01-1970 13:00:00*01-09-2021 00:00:00*01-10-2021 00:00:00*200200244*2380339087*2380338255*2380231854*2380231214*1245001521*Plan Charges
537767*1-1PRQ5IX*1*228924286*$3 Business Link Plan excl. GST*3.45*05-10-2020 00:00:00*1*01-01-1970 13:00:00*01-09-2021 00:00:00*01-10-2021 00:00:00*200200244*2380339087*2380338255*2379824463*2379986316*1245001521*Plan Charges
537662*1-1PNPPVS*1*228923297*$3 Business Link Plan excl. GST*3.45*28-09-2020 00:00:00*1*01-01-1970 13:00:00*01-09-2021 00:00:00*01-10-2021 00:00:00*200200244*2377052150*2377051150*2377892843*2377893739*1245001521*Plan Charges
537898*1-1PSFIXY*1*228924271*$3 Business Link Plan excl. GST*3.45*23-11-2020 00:00:00*1*01-01-1970 13:00:00*01-09-2021 00:00:00*01-10-2021 00:00:00*200200244*2380253071*2380252239*2403310284*2379820286*1245001521*Plan Charges
519101*1-1JNUK2F*1*228926039*$3 Business Link Plan excl. GST*3.45*23-11-2020 00:00:00*1*01-01-1970 13:00:00*01-09-2021 00:00:00*01-10-2021 00:00:00*200200244*1587020319*1587001113*2397317998*2117036403*1245001521*Plan Charges
533954*1-1N8B9SK*1*228924605*$3 Business Link Plan excl. GST*3.45*12-03-2020 00:00:00*1*01-01-1970 13:00:00*01-09-2021 00:00:00*01-10-2021 00:00:00*200200244*2231441720*2231442232*2245558143*2245556351*1245001521*Plan Charges
526152*1-1LMN0CI*22*0228923228*Trade Up Monthly Fee*10*18-07-2020 00:00:00*1*01-01-1970 13:00:00*22-08-2021 00:00:00*22-09-2021 00:00:00*510200050*1977331680*1977330704*1977687988*1977684276*84858739*Tradeup
527108*1-1LSE65T*4*250008296*Trade Up Monthly Fee*10*31-07-2020 00:00:00*1*01-01-1970 13:00:00*04-09-2021 00:00:00*04-10-2021 00:00:00*510200050*1993067536*1993068048*1990609685*1990608613*84858739*Tradeup
526522*1-1LOT0W0*26*228199043*Trade Up Monthly Fee*10*25-07-2020 00:00:00*1*01-01-1970 13:00:00*26-08-2021 00:00:00*26-09-2021 00:00:00*510200050*1984764713*1984764073*1984775037*1984776893*84858739*Tradeup
526232*1-1LN6P92*22*250006391*Trade Up Monthly Fee*10*21-07-2020 00:00:00*1*01-01-1970 13:00:00*22-08-2021 00:00:00*22-09-2021 00:00:00*510200050*1977686492*1977687004*1977357393*1977359633*84858739*Tradeup
524913*1-1LG86ER*22*0250008327*Trade Up Monthly Fee*10*19-06-2020 00:00:00*1*01-01-1970 13:00:00*22-08-2021 00:00:00*22-09-2021 00:00:00*510200050*1926462639*1926463151*1926424098*1926426434*84858739*Tradeup
518523*1-1KSP25V*10*228925145*Trade Up Monthly Fee*10*02-09-2019 00:00:00*1*01-01-1970 13:00:00*10-08-2021 00:00:00*10-09-2021 00:00:00*510200050*1555989434*1744462213*2021067794*1555273865*84858739*Tradeup
523180*1-1M3LZ84*4*228926319*Trade Up Monthly Fee*10*05-03-2020 00:00:00*1*05-03-2022 00:00:00*04-09-2021 00:00:00*04-10-2021 00:00:00*510200050*1777421735*2020925517*2231310254*1777533393*84858739*Tradeup
529679*1-1MAXDSL*4*250008301*Trade Up Monthly Fee*10*01-10-2020 00:00:00*1*01-01-1970 13:00:00*04-09-2021 00:00:00*04-10-2021 00:00:00*510200050*2052921961*2052921705*2054540440*2054538216*84858739*Tradeup
527724*1-1LX3X7F*10*228920931*Trade Up Monthly Fee*10*08-08-2020 00:00:00*1*01-01-1970 13:00:00*10-08-2021 00:00:00*10-09-2021 00:00:00*510200050*2003210801*2003210545*1995900261*1995902117*84858739*Tradeup
527132*1-1LSL9E1*4*250008253*Trade Up Monthly Fee*10*31-07-2020 00:00:00*1*01-01-1970 13:00:00*04-09-2021 00:00:00*04-10-2021 00:00:00*510200050*1991004084*1991003252*1993037255*1993038919*84858739*Tradeup
518631*1-1M3X2FQ*4*228926076*Trade Up Monthly Fee*10*02-09-2019 00:00:00*1*01-01-1970 13:00:00*04-09-2021 00:00:00*04-10-2021 00:00:00*510200050*1562325578*2020929201*2020964092*1562338753*84858739*Tradeup
527072*1-1LS5072*4*228920675*Trade Up Monthly Fee*10*30-07-2020 00:00:00*1*01-01-1970 13:00:00*04-09-2021 00:00:00*04-10-2021 00:00:00*510200050*1984717747*1984716915*1993049513*1993051177*84858739*Tradeup
528679*1-1M30X51*4*250008275*Trade Up Monthly Fee*10*29-08-2020 00:00:00*1*01-01-1970 13:00:00*04-09-2021 00:00:00*04-10-2021 00:00:00*510200050*2021221214*2021220574*2020882853*2020881445*84858739*Tradeup
524363*1-1MZQE42*17*228925457*Trade Up Monthly Fee*10*15-01-2020 00:00:00*1*17-12-2021 00:00:00*17-08-2021 00:00:00*17-09-2021 00:00:00*510200050*1801904286*2156282725*2151145194*1803370211*84858739*Tradeup
515431*1-1HMNG53*17*228926040*Trade Up Monthly Fee*10*12-12-2019 00:00:00*1*12-12-2021 00:00:00*17-08-2021 00:00:00*17-09-2021 00:00:00*510200050*1428118939*1428119451*2114403894*2116541838*84858739*Tradeup
521456*1-1KOLLQZ*1*228924093*Trade Up Monthly Fee*10*05-03-2020 00:00:00*1*05-03-2022 00:00:00*01-09-2021 00:00:00*01-10-2021 00:00:00*510200050*1729135740*1729136252*2231467326*1724871184*84858739*Tradeup
524657*1-1N7LFO8*10*228925806*Trade Up Monthly Fee*10*06-03-2020 00:00:00*1*01-01-1970 13:00:00*10-04-2020 00:00:00*10-05-2020 00:00:00*510200050*1808457276*2231419497*2231373361*1808436038*84858739*Tradeup
533855*1-1N7JMRF*10*228924109*Trade Up Monthly Fee*10*06-03-2020 00:00:00*1*01-01-1970 13:00:00*10-08-2021 00:00:00*10-09-2021 00:00:00*510200050*2231453554*2231452914*2231452723*2231442042*84858739*Tradeup
527046*1-1MH1HGH*4*228926299*Trade Up Monthly Fee*10*28-02-2020 00:00:00*2*28-02-2022 00:00:00*04-09-2021 00:00:00*04-10-2021 00:00:00*510200050*1992847203*2078578885*2226483203*1992796402*84858739*Tradeup
526999*1-1LRTZ26*4*228920642*Trade Up Monthly Fee*10*30-07-2020 00:00:00*1*01-01-1970 13:00:00*04-09-2021 00:00:00*04-10-2021 00:00:00*510200050*1993056146*1993055314*1992993202*1992991794*84858739*Tradeup
528606*1-1M2OX8H*4*250008371*Trade Up Monthly Fee*10*28-08-2020 00:00:00*1*01-01-1970 13:00:00*04-09-2021 00:00:00*04-10-2021 00:00:00*510200050*2021003534*2021004046*2020887513*2020886105*84858739*Tradeup
526867*1-1LQUZD7*4*228920611*Trade Up Monthly Fee*10*29-07-2020 00:00:00*1*01-01-1970 13:00:00*04-09-2021 00:00:00*04-10-2021 00:00:00*510200050*1984855078*1984855590*1992992148*1992993812*84858739*Tradeup
526799*1-1LQM1TA*4*250008407*Trade Up Monthly Fee*10*29-07-2020 00:00:00*1*01-01-1970 13:00:00*04-09-2021 00:00:00*04-10-2021 00:00:00*510200050*1988916341*1988916853*1984853530*1984855914*84858739*Tradeup
528563*1-1M2CB7E*4*228199061*Trade Up Monthly Fee*10*27-08-2020 00:00:00*1*01-01-1970 13:00:00*04-09-2021 00:00:00*04-10-2021 00:00:00*510200050*2020911276*2020911788*2020909391*2020911247*84858739*Tradeup
520391*1-1K9O3EI*10*228925441*Trade Up Monthly Fee*10*10-03-2020 00:00:00*1*10-03-2022 00:00:00*10-08-2021 00:00:00*10-09-2021 00:00:00*510200050*1672207673*1672208185*2231326251*1672196508*84858739*Tradeup
533795*1-1N6QIWN*4*228922846*Trade Up Monthly Fee*10*02-03-2020 00:00:00*1*01-01-1970 13:00:00*04-09-2021 00:00:00*04-10-2021 00:00:00*510200050*2231353716*2231373317*2231488098*2231422204*84858739*Tradeup
524807*1-1LFN9P8*22*0250007754*Trade Up Monthly Fee*10*17-06-2020 00:00:00*1*01-01-1970 13:00:00*22-08-2021 00:00:00*22-09-2021 00:00:00*510200050*1926473263*1926473007*1926452945*1926455185*84858739*Tradeup
519485*1-1JW1MEW*17*228922078*Trade Up Monthly Fee*10*28-02-2020 00:00:00*1*28-02-2022 00:00:00*17-08-2021 00:00:00*17-09-2021 00:00:00*510200050*1633636687*1633637199*2230857764*1633674502*84858739*Tradeup
526988*1-1LRS02U*4*228921204*Trade Up Monthly Fee*10*30-07-2020 00:00:00*1*01-01-1970 13:00:00*04-09-2021 00:00:00*04-10-2021 00:00:00*510200050*1984790866*1984791378*1991980198*1991982534*84858739*Tradeup
520673*1-1N8PEPC*17*228926131*Trade Up Monthly Fee*10*16-03-2020 00:00:00*1*01-01-1970 13:00:00*17-08-2021 00:00:00*17-09-2021 00:00:00*510200050*1690728247*2231273414*2254020545*1690665153*84858739*Tradeup
519467*1-1JVQUI1*17*228925032*Trade Up Monthly Fee*10*10-03-2020 00:00:00*1*10-03-2022 00:00:00*17-08-2021 00:00:00*17-09-2021 00:00:00*510200050*1633639116*1633638860*2231439207*1633639532*84858739*Tradeup
523180*1-1L4YWK8*4*228924477*Trade Up Monthly Fee*10*30-08-2019 00:00:00*1*01-01-1970 13:00:00*04-09-2021 00:00:00*04-10-2021 00:00:00*510200050*1777421735*1777422247*2021709403*1777507691*84858739*Tradeup
527970*1-1LYDM29*17*250008116*Trade Up Monthly Fee*10*12-08-2020 00:00:00*1*01-01-1970 13:00:00*17-08-2021 00:00:00*17-09-2021 00:00:00*510200050*2003186787*2003187299*1998081842*1998078418*84858739*Tradeup
527923*1-1LY7JHL*17*250008003*Trade Up Monthly Fee*10*12-08-2020 00:00:00*1*01-01-1970 13:00:00*17-08-2021 00:00:00*17-09-2021 00:00:00*510200050*2003932469*2003932981*2005821483*2005820747*84858739*Tradeup
527513*1-1LVFEMM*10*228180021*Trade Up Monthly Fee*10*06-08-2020 00:00:00*1*01-01-1970 13:00:00*10-08-2021 00:00:00*10-09-2021 00:00:00*510200050*1997867419*1997867931*1994143389*1994145773*84858739*Tradeup
520782*1-1M2MJTB*4*228925516*Trade Up Monthly Fee*10*28-08-2019 00:00:00*1*01-01-1970 13:00:00*04-03-2020 00:00:00*04-04-2020 00:00:00*510200050*1702297718*2020959243*2020928181*1704922728*84858739*Tradeup
528694*1-1M329ON*4*228920577*Trade Up Monthly Fee*10*29-08-2020 00:00:00*1*01-01-1970 13:00:00*04-09-2021 00:00:00*04-10-2021 00:00:00*510200050*2021096513*2021097025*2021020758*2021022998*84858739*Tradeup
528523*1-1M26Q02*4*250008342*Trade Up Monthly Fee*10*27-08-2020 00:00:00*1*01-01-1970 13:00:00*04-09-2021 00:00:00*04-10-2021 00:00:00*510200050*2014946764*2014947276*2014834303*2014830783*84858739*Tradeup
527213*1-1LT5AMF*4*228920711*Trade Up Monthly Fee*10*01-08-2020 00:00:00*1*01-01-1970 13:00:00*04-09-2021 00:00:00*04-10-2021 00:00:00*510200050*1994052406*1994051766*1993505561*1993504489*84858739*Tradeup
528067*1-1LYVS3W*17*250008065*Trade Up Monthly Fee*10*13-08-2020 00:00:00*1*01-01-1970 13:00:00*17-08-2021 00:00:00*17-09-2021 00:00:00*510200050*2008656969*2008657481*2008746942*2008745534*84858739*Tradeup
527417*1-1LUUKLR*10*250008291*Trade Up Monthly Fee*10*06-08-2020 00:00:00*1*01-01-1970 13:00:00*10-08-2021 00:00:00*10-09-2021 00:00:00*510200050*1994046848*1994047360*1994045536*1994044704*84858739*Tradeup
527002*1-1LRUHGY*4*228921207*Trade Up Monthly Fee*10*30-07-2020 00:00:00*1*01-01-1970 13:00:00*04-09-2021 00:00:00*04-10-2021 00:00:00*510200050*1988793617*1988794129*1993048459*1993050123*84858739*Tradeup
526977*1-1LRQJZ7*4*228921366*Trade Up Monthly Fee*10*30-07-2020 00:00:00*1*01-01-1970 13:00:00*04-09-2021 00:00:00*04-10-2021 00:00:00*510200050*1985063113*1985063625*1991511659*1991508139*84858739*Tradeup
526852*1-1LQT8J2*4*228920040*Trade Up Monthly Fee*10*29-07-2020 00:00:00*1*01-01-1970 13:00:00*04-09-2021 00:00:00*04-10-2021 00:00:00*510200050*1984875096*1984874840*1991523265*1991521857*84858739*Tradeup
526839*1-1LQRDXU*4*228199096*Trade Up Monthly Fee*10*29-07-2020 00:00:00*1*01-01-1970 13:00:00*04-09-2021 00:00:00*04-10-2021 00:00:00*510200050*1984708197*1984707941*1991173714*1991175954*84858739*Tradeup
520829*1-1LSI5PI*4*228925581*Trade Up Monthly Fee*10*31-07-2019 00:00:00*1*01-01-1970 13:00:00*04-09-2021 00:00:00*04-10-2021 00:00:00*510200050*1704353499*1991526039*1993024799*1703462958*84858739*Tradeup
526842*1-1LQRL1F*4*228921159*Trade Up Monthly Fee*10*29-07-2020 00:00:00*1*01-01-1970 13:00:00*04-09-2021 00:00:00*04-10-2021 00:00:00*510200050*1989849580*1989850092*1990643436*1990639724*84858739*Tradeup
527047*1-1LS04F2*4*228921244*Trade Up Monthly Fee*10*30-07-2020 00:00:00*1*01-01-1970 13:00:00*04-09-2021 00:00:00*04-10-2021 00:00:00*510200050*1990641870*1990642382*1993054577*1993053361*84858739*Tradeup
527042*1-1LRZCYD*4*228920109*Trade Up Monthly Fee*10*30-07-2020 00:00:00*1*01-01-1970 13:00:00*04-09-2021 00:00:00*04-10-2021 00:00:00*510200050*1992797234*1992797746*1992844253*1992845917*84858739*Tradeup
527066*1-1LS480U*4*228920667*Trade Up Monthly Fee*10*30-07-2020 00:00:00*1*01-01-1970 13:00:00*04-09-2021 00:00:00*04-10-2021 00:00:00*510200050*1993041771*1993041131*1991523018*1991522186*84858739*Tradeup
527104*1-1LSDNMU*4*228920690*Trade Up Monthly Fee*10*31-07-2020 00:00:00*1*01-01-1970 13:00:00*04-09-2021 00:00:00*04-10-2021 00:00:00*510200050*1991527323*1991526491*1992709315*1992711555*84858739*Tradeup
527057*1-1LS2W2J*4*228921240*Trade Up Monthly Fee*10*30-07-2020 00:00:00*1*01-01-1970 13:00:00*04-09-2021 00:00:00*04-10-2021 00:00:00*510200050*1991523736*1991524248*1988921040*1988923280*84858739*Tradeup
